BrukerID,Kjonn,Alder,Jobb,Postkode
2419,M,25,0,55116
2420,M,50,0,32726
2421,F,35,2,01851
2422,M,25,0,48197
2423,F,45,0,11217
2424,M,50,7,39648
2425,F,25,1,60551
2426,M,25,17,35808
2427,F,25,0,264
2428,M,18,0,89129
2429,F,25,5,90262
2430,M,18,4,10020
2431,M,18,0,35115
2432,M,25,0,29672
2433,M,18,0,92647
2434,F,25,0,06360
2435,M,45,1,01867
2436,F,35,5,12345
2437,F,25,4,91740
2438,M,35,0,54601
2439,M,50,1,53221
2440,F,50,1,746
2441,M,18,98,02134
2442,M,25,2,90210
2443,M,1,10,60007
2444,M,18,4,12604
2445,M,18,12,55118
2446,F,25,1,32303
2447,F,18,4,10003
2448,M,25,0,98103
2449,M,35,17,32506
2450,F,25,5,91311
2451,M,45,2,29440
2452,M,18,4,80228
2453,M,25,14,48103
2454,M,25,12,94114
2455,M,25,6,68128
2456,M,50,2,50310
2457,F,25,1,06417
2458,F,35,4,44485
2459,M,25,2,55344
2460,M,18,16,99353
2461,F,45,1,04258
2462,M,25,1,39759
2463,F,50,1,62901
2464,M,25,2,55408
2465,M,1,10,396
2466,M,25,7,15205
2467,M,45,12,55102
2468,M,25,14,80232
2469,F,45,3,78759
2470,M,25,15,15217
2471,M,25,16,28542
2472,M,50,17,08055
2473,M,25,7,53717
2474,F,25,4,55407
2475,M,35,16,19803
2476,M,25,6,73118
2477,F,45,20,04240
2478,F,25,4,60443
2479,M,50,16,60056
2480,M,25,7,55112
2481,F,25,5,98498
2482,M,25,12,41042
2483,M,45,0,98031
2484,M,25,4,43023
2485,M,18,4,55104
2486,F,25,9,49442
2487,M,45,17,80228
2488,M,25,4,96826
2489,F,56,13,46140
2490,M,56,3,10023
2491,M,25,4,713
2492,M,18,20,91330
2493,M,56,0,60044
2494,M,25,12,94131
2495,M,35,0,96555
2496,F,25,9,80013
2497,M,18,4,60611
2498,M,18,98,55404
2499,M,50,6,193122042
2500,M,18,4,07940
2501,M,35,7,27511
2502,F,35,0,98622
2503,M,50,14,55407
2504,F,35,1,44107
2505,F,25,19,90020
2506,M,45,7,67301
2507,M,18,4,76013
2508,M,25,12,87571
2509,F,18,4,48104
2510,F,25,0,11106
2511,F,35,7,642
2512,M,56,17,03801
2513,M,18,10,10016
2514,M,1,10,55616
2515,F,25,0,91107
2516,M,18,4,94122
2517,F,35,1,85287
2518,M,25,18,98438
2519,M,56,8,12436
2520,M,25,2,678
2521,M,18,4,56001
2522,M,18,4,98105
2523,M,56,0,46814
2524,M,50,0,97470
2525,F,25,0,95125
2526,M,18,5,48504
2527,M,25,5,44095
2528,M,18,4,98225
2529,F,50,2,94530
2530,M,56,98,48178
2531,M,35,1,80026
2532,F,25,6,35205
2533,M,18,4,80526
2534,M,50,1,90027
2535,M,35,20,32708
2536,M,25,4,19711
2537,M,35,16,07030
2538,F,18,4,55118
2539,M,35,17,99508
2540,M,25,7,02134
2541,M,50,7,80302
2542,M,50,0,01430
2543,M,35,17,94041
2544,M,18,2,63138
2545,F,25,7,27516
2546,M,25,0,92155
2547,M,50,7,618
2548,M,35,14,90266
2549,M,25,7,12206
2550,F,25,19,60612
2551,M,25,7,55429
2552,M,25,11,15237
2553,M,18,20,60641
2554,M,56,3,52240
2555,M,35,16,19131
2556,M,50,18,97321
2557,M,18,20,78759
2558,M,35,0,72118
2559,M,18,3,68122
2560,M,45,20,91607
2561,F,18,0,02809
2562,M,35,7,16365
2563,M,50,11,85726
2564,M,45,7,92965
2565,F,35,9,13066
2566,F,25,6,80236
2567,M,25,20,55410
2568,M,18,10,55419
2569,M,56,1,29672
2570,M,50,0,21050
2571,F,18,3,45244
2572,F,35,2,22030
2573,M,25,4,02134
2574,M,35,17,22124
2575,M,56,1,30030
2576,M,25,4,84111
2577,M,25,4,74074
2578,M,35,7,55116
2579,F,35,6,13210
2580,M,35,18,13027
2581,M,35,0,95118
2582,F,25,6,479
2583,M,18,2,95843
2584,M,35,0,06040
2585,M,25,1,464
2586,M,25,20,75205
2587,M,25,4,98926
2588,M,35,7,76248
2589,M,35,7,20814
2590,M,35,12,55803
2591,M,35,17,94131
2592,M,25,17,75044
2593,M,35,16,02536
2594,M,1,10,48073
2595,M,45,0,43615
2596,F,25,3,441
2597,M,25,5,02891
2598,F,25,0,10011
2599,M,18,4,20742
2600,M,50,0,200
2601,M,18,4,41076
2602,M,25,1,60615
2603,F,45,0,02038
2604,M,25,0,13165
2605,F,56,0,98374
2606,F,25,1,30345
2607,F,45,0,01060
2608,M,35,17,92630
2609,M,18,4,01125
2610,M,25,7,05401
2611,F,50,0,98226
2612,M,35,11,52803
2613,M,25,98,48104
2614,M,1,0,75070
2615,M,25,19,93536
2616,F,1,10,55082
2617,M,35,17,50321
2618,F,25,0,61801
2619,M,56,1,39532
2620,M,25,7,96811
2621,M,25,0,90019
2622,M,35,0,74011
2623,M,25,16,55103-1006
2624,F,35,1,46774
2625,M,18,4,18011
2626,M,25,12,03110
2627,M,35,7,32114
2628,F,25,14,44304
2629,F,25,6,72211
2630,M,25,14,92109
2631,M,25,17,933
2632,F,35,0,20723
2633,M,50,1,98112
2634,M,25,0,98102
2635,M,56,1,616
2636,M,18,4,01375
2637,F,35,0,46142
2638,M,50,0,55128
2639,M,35,11,48640
2640,M,18,4,94044
2641,M,25,1,24060
2642,M,25,1,28027
2643,M,45,17,94602
2644,M,18,0,677
2645,M,25,17,44118
2646,M,50,20,06033
2647,F,18,0,93455
2648,F,25,6,479
2649,M,35,0,55042
2650,F,25,7,94043
2651,F,50,7,33764
2652,M,25,7,55405
2653,F,25,1,02144
2654,F,35,0,01545
2655,M,35,17,27519
2656,F,35,7,08318
2657,M,50,0,36109
2658,F,50,0,13210
2659,M,1,10,54701
2660,M,18,0,47901
2661,M,25,0,92646
2662,F,18,4,78705
2663,F,56,3,06040
2664,M,18,14,94070
2665,F,35,9,535
2666,M,35,0,14302
2667,F,35,9,19006
2668,M,50,7,76054
2669,F,35,7,10019
2670,F,50,1,36067
2671,F,50,1,30602
2672,M,25,2,98102
2673,M,1,10,28270
2674,F,25,6,07950
2675,M,25,16,43215
2676,M,25,12,92880
2677,M,25,14,30101
2678,M,18,0,677
2679,F,18,4,62025
2680,M,25,9,44310
2681,M,35,11,55438
2682,M,25,17,93933
2683,M,35,15,48187
2684,M,25,1,12553
2685,F,18,1,02109
2686,M,18,14,43613
2687,M,25,20,11230-1710
2688,M,35,7,08876
2689,F,45,0,01532
2690,M,25,7,06840
2691,F,18,0,10580
2692,F,25,0,55345
2693,M,35,16,92630
2694,M,18,3,48005
2695,M,18,4,92507
2696,M,50,13,02576
2697,M,1,10,48867
2698,F,25,7,92691
2699,M,1,10,75633
2700,F,25,20,95776
2701,F,45,7,21044
2702,F,1,0,35810
2703,M,25,5,54703
2704,M,25,14,07920
2705,M,50,1,535
2706,M,25,17,06460
2707,M,18,1,78133
2708,M,25,7,21029
2709,M,35,11,94306
2710,M,25,1,40214
2711,M,25,2,55118
2712,F,25,5,01801
2713,F,45,5,48341
2714,F,18,0,55016
2715,M,25,0,94558
2716,M,25,0,60656
2717,F,18,4,92805
2718,F,35,0,60657
2719,F,18,4,79912
2720,M,18,4,98117
2721,F,18,4,01002
2722,M,25,18,10309
2723,M,45,17,30075
2724,M,35,7,93906
2725,F,45,6,63135
2726,M,25,17,94401
2727,M,25,12,15217
2728,M,18,12,60640
2729,M,18,2,01720
2730,M,25,17,933
2731,F,25,2,416
2732,M,25,6,11106
2733,F,25,17,19810
2734,M,45,17,94806
2735,M,25,17,74074
2736,M,25,12,98112
2737,F,25,6,55433
2738,M,45,0,48116
2739,F,25,9,93940
2740,M,50,7,90505
2741,M,56,0,12144
2742,M,35,6,42420
2743,M,25,4,85719
2744,M,25,7,06516
2745,F,1,0,421
2746,F,35,3,04108
2747,M,1,10,51537
2748,M,25,0,95129
2749,M,35,17,49424
2750,F,18,4,63141
2751,M,35,5,34786
2752,M,18,17,89503
2753,F,45,3,98155
2754,M,25,0,11102
2755,M,45,7,90405
2756,M,25,0,45242
2757,M,35,1,478
2758,M,50,1,92103
2759,M,35,17,657
2760,M,25,0,60156
2761,M,56,7,91356
2762,M,50,0,78703
2763,M,25,20,48103
2764,M,18,20,92026
2765,M,18,0,10010
2766,F,35,1,26505
2767,F,18,4,02142
2768,M,18,4,13165
2769,M,18,14,49505
2770,M,50,14,33401
2771,M,35,0,60622
2772,F,35,20,95451
2773,M,18,15,91101
2774,M,35,0,98503
2775,M,25,1,27106
2776,M,35,7,05401
2777,F,25,14,98110
2778,M,56,13,55118
2779,M,35,4,84123
2780,F,45,6,04578
2781,M,18,0,13603
2782,F,18,1,94607
2783,M,25,20,81101
2784,F,35,14,55038
2785,M,18,0,84058
2786,F,35,20,98103
2787,F,25,0,90035-4444
2788,M,25,0,10025
2789,M,25,1,464
2790,F,35,20,94598
2791,M,35,14,53048
2792,F,35,9,03769
2793,M,25,12,21401
2794,M,35,12,08852
2795,M,56,0,94043
2796,M,25,7,94538
2797,M,18,2,15956
2798,M,25,4,48109
2799,M,18,0,55129
2800,F,25,12,94526
2801,M,18,4,52405
2802,M,25,16,528
2803,F,18,4,54302
2804,M,18,4,85259
2805,F,25,11,392
2806,M,50,1,44240
2807,M,35,11,75229
2808,M,25,4,44706
2809,F,50,13,94566
2810,F,35,9,37843
2811,F,25,0,91306
2812,M,18,6,634
2813,M,25,2,75287
2814,M,25,14,55421
2815,M,50,2,87020
2816,M,25,12,43615
2817,M,45,0,14519
2818,M,18,0,42420
2819,M,35,16,98029
2820,M,1,0,645
2821,F,18,0,46222
2822,M,25,0,20009
2823,M,56,14,37922
2824,M,25,11,75801
2825,F,25,1,94939
2826,M,18,0,97005
2827,M,25,11,02453
2828,M,18,19,70043
2829,M,25,0,12306
2830,M,25,0,08550
2831,M,25,0,539
2832,F,1,10,48067
2833,M,35,0,98125
2834,M,35,1,20037
2835,M,25,4,60056
2836,M,35,2,89012
2837,M,35,0,675
2838,M,35,0,90401
2839,M,35,7,17740
2840,M,45,17,78731
2841,F,56,1,44074
2842,M,35,12,75063
2843,F,56,0,91367
2844,M,25,18,80521
2845,M,25,14,23434
2846,F,18,4,55422
2847,M,35,11,37620
2848,M,25,2,678
2849,M,35,6,55122
2850,F,1,0,756
2851,M,25,0,10023
2852,F,25,7,60607
2853,M,45,17,27502
2854,M,25,12,55443
2855,M,25,0,44266
2856,F,1,0,78945
2857,F,25,14,94115
2858,F,35,1,94563
2859,F,1,0,02143
2860,F,25,7,78230
2861,M,25,5,58703
2862,F,45,17,55419
2863,M,45,16,08053
2864,M,18,0,02115
2865,M,35,14,75034
2866,M,18,4,10027
2867,F,35,3,21221
2868,M,18,5,91767
2869,M,35,1,80687
2870,M,25,17,27609
2871,M,35,17,657
2872,F,25,9,29369
2873,M,35,0,74601
2874,M,35,12,91104
2875,M,25,0,03867
2876,F,1,0,756
2877,M,25,17,02021
2878,F,25,0,92084
2879,F,25,0,94602
2880,F,25,11,94117
2881,M,45,7,85287-2702
2882,F,25,14,98225
2883,M,18,4,78705
2884,M,18,4,98499
2885,M,35,16,94108
2886,F,25,14,55343
2887,M,45,16,01982
2888,M,45,7,11201
2889,M,56,13,219
2890,M,25,14,02632
2891,M,56,1,95117
2892,M,35,1,91030
2893,M,25,12,08876
2894,M,25,15,13207
2895,M,25,14,98103
2896,F,25,3,83001
2897,M,25,12,53705
2898,M,35,7,30076
2899,M,18,12,55110
2900,F,25,7,30309
2901,M,25,0,90028
2902,M,25,17,43212
2903,M,18,0,23455-4959
2904,M,25,1,464
2905,M,18,20,45387
2906,M,1,10,48073
2907,M,25,14,94105
2908,F,25,9,55409
2909,M,25,14,55410
2910,M,35,1,01773
2911,M,25,17,76028
2912,M,25,3,786
2913,M,56,0,37922
2914,F,45,7,77006
2915,M,25,12,98007
2916,F,18,0,91604
2917,M,35,98,602
2918,F,1,10,17036
2919,F,1,10,99016
2920,M,25,7,37930
2921,M,25,14,76051
2922,M,45,6,95695
2923,F,25,7,98109
2924,M,18,7,44039
2925,M,25,12,10014
2926,M,45,14,63130
2927,M,18,4,43215
2928,F,35,7,91362
2929,F,56,13,37917
2930,F,18,4,61820
2931,M,1,10,41011
2932,M,25,17,02149
2933,M,50,0,95350
2934,M,25,4,19103
2935,M,25,18,587
2936,M,35,14,80023
2937,F,35,20,61821
2938,M,25,0,23451
2939,M,45,14,01701
2940,F,56,13,07701
2941,M,18,16,410
2942,M,25,2,60156
2943,M,25,0,24551
2944,F,25,1,85224
2945,M,56,13,219
2946,F,45,6,601
2947,M,18,0,677
2948,F,18,14,22206
2949,M,18,1,92037
2950,M,25,98,52057
2951,M,50,11,49008
2952,M,18,4,10044
2953,M,18,7,11434
2954,M,35,0,60914
2955,F,25,6,48108
2956,M,35,7,49504
2957,F,25,7,34952
2958,M,35,16,30034
2959,M,25,7,55439
2960,M,18,4,01095
2961,F,1,10,00681
2962,F,18,5,78704
2963,M,18,4,30332
2964,M,25,5,78251
2965,M,25,12,60622
2966,F,18,9,62225
2967,F,18,4,80228
2968,M,18,2,55304
2969,F,1,10,48154
2970,M,45,15,55391
2971,M,35,7,50111
2972,F,35,9,48336
2973,M,35,6,84103
2974,F,45,9,01520
2975,M,35,0,80014
2976,M,25,0,06360
2977,M,1,10,73013
2978,M,25,0,48310
2979,M,25,17,28601
2980,M,25,1,85364
2981,M,56,13,95929
2982,F,18,4,02142
2983,M,25,0,55414
2984,M,18,19,94598
2985,F,25,15,94002
2986,F,35,12,46755
2987,M,25,20,94519
2988,F,18,4,44515
2989,F,18,14,55426
2990,M,25,0,61832
2991,F,25,2,02903
2992,M,25,20,20009
2993,F,45,9,95030
2994,M,25,18,63129
2995,M,18,1,483
2996,M,35,17,15330
2997,F,35,0,78212
2998,M,18,4,31201
2999,M,18,12,55057
3000,F,25,2,875
3001,F,35,0,08009
3002,M,56,13,17033
3003,M,50,16,696
3004,M,25,2,60640
3005,F,45,7,09094
3006,M,25,11,46033
3007,M,45,14,44122
3008,M,25,4,29732
3009,F,56,0,14830
3010,M,45,19,53572
3011,M,25,14,49355
3012,M,45,7,10543
3013,M,45,20,93108
3014,F,25,6,77034
3015,M,35,14,90274
3016,M,18,0,48322
3017,M,56,17,536
3018,M,50,14,60504
3019,M,18,4,55102
3020,M,35,15,53095
3021,M,25,0,55408
3022,M,25,7,48070
3023,M,35,1,50677
3024,M,25,11,84109
3025,F,45,12,28655
3026,M,45,16,78204
3027,M,35,17,01519
3028,M,25,5,92117
3029,M,50,14,73543
3030,M,35,0,95826
3031,F,50,0,94514
3032,F,56,0,89156
3033,F,25,3,441
3034,F,50,3,91911
3035,M,18,4,91360
3036,M,25,1,48911
3037,M,35,0,19360
3038,M,25,1,22903
3039,M,18,7,60012
3040,M,25,7,94024
3041,M,45,0,33133
3042,F,25,4,91106
3043,F,35,1,94043
3044,F,56,0,01606
3045,M,25,12,55346
3046,M,35,20,17112
3047,F,50,20,95404
3048,M,35,17,77566
3049,M,25,2,90035
3050,M,35,17,94404
3051,M,18,0,02151
3052,M,50,11,20852
3053,M,25,2,55105
3054,M,25,17,95209
3055,M,25,12,94121
3056,F,18,2,13603
3057,M,25,14,55406
3058,M,35,1,94549
3059,M,35,7,32444
3060,F,18,4,77581
3061,F,18,20,02125
3062,M,45,17,54022
3063,M,25,20,90032
3064,M,25,18,70817
3065,F,25,6,54729
3066,M,18,4,70817
3067,M,35,17,17601
3068,M,25,4,02138
3069,M,25,0,60201
3070,M,45,1,16673
3071,M,25,20,84010
3072,F,45,0,96821
3073,M,25,0,10310
3074,F,50,16,13207
3075,M,25,0,73003
3076,M,18,1,92802
3077,M,56,13,219
3078,M,18,4,55104
3079,M,45,7,98028
3080,M,25,2,60160
3081,M,18,17,75093
3082,M,25,7,94132
3083,M,35,11,96813
3084,M,25,0,43081
3085,M,25,4,92843
3086,F,25,0,94403
3087,M,45,17,97330
3088,M,56,0,488
3089,M,35,14,40207
3090,M,25,5,04103
3091,M,25,7,60628
3092,M,25,0,90020
3093,M,25,17,20742
3094,M,50,15,02474
3095,M,50,16,20015
3096,M,18,0,48314
3097,M,35,12,19050
3098,F,35,6,581
3099,M,25,17,45694
3100,F,18,4,48108
3101,F,35,3,55112
3102,F,35,17,60618
3103,M,25,15,32603
3104,M,18,4,02111
3105,F,50,7,11771
3106,M,50,20,95236
3107,F,18,17,55449
3108,M,56,1,13210
3109,M,18,4,55410
3110,M,25,7,08021
3111,M,18,0,07030
3112,F,25,3,54016
3113,M,35,16,10472
3114,F,56,1,01060
3115,M,45,14,30005
3116,M,1,98,01597
3117,M,35,17,22315
3118,M,1,10,06437
3119,F,25,0,27705
3120,M,25,7,55112
3121,M,25,0,01701
3122,M,50,1,39401
3123,M,56,0,80210
3124,F,25,1,46807
3125,M,35,17,98103
3126,F,25,11,43201
3127,M,45,7,46112
3128,M,50,14,92026
3129,M,25,4,19104
3130,M,25,17,95122
3131,M,50,16,49277
3132,M,25,20,93704
3133,F,1,10,95864
3134,M,25,17,00693
3135,M,25,2,11435
3136,M,25,12,89502
3137,F,25,4,508
3138,M,25,12,769
3139,M,18,15,02215
3140,M,25,7,94022
3141,F,35,12,02478
3142,M,18,17,02139
3143,M,25,7,84095
3144,F,18,4,24060
3145,M,25,12,34170
3146,M,35,3,29425
3147,M,25,0,61021
3148,M,25,14,60045
3149,M,18,20,49506
3150,M,25,12,95677
3151,F,25,17,55412
3152,M,56,13,60506
3153,M,25,17,23454
3154,M,1,10,92106
3155,M,18,0,87801
3156,M,25,0,77058
3157,M,35,7,60657
3158,F,35,1,295
3159,M,35,7,03885
3160,F,25,3,02113
3161,M,25,12,07436
3162,M,56,13,95129
3163,M,50,15,48103
3164,M,18,4,457
3165,F,18,14,10022
3166,F,50,0,02421
3167,M,25,20,94402
3168,F,50,0,04086
3169,M,25,0,48065
3170,M,35,7,54016
3171,F,18,5,48108
3172,M,35,7,90069
3173,M,1,10,90274
3174,F,56,2,03431
3175,M,18,4,30328
3176,M,50,13,33710
3177,M,25,17,77007
3178,F,35,7,93060
3179,F,56,1,55105
3180,M,25,12,97401
3181,F,18,1,649
3182,M,35,7,76248
3183,M,25,7,98115
3184,M,25,0,24060
3185,F,35,2,33619
3186,M,35,17,92886
3187,F,18,4,10025
3188,M,25,15,85003
3189,F,35,1,23508
3190,M,25,17,438
3191,M,35,1,90012
3192,M,1,10,558
3193,F,18,4,27514
3194,F,25,2,75214
3195,F,1,10,55391
3196,F,25,0,10021
3197,M,35,0,97333
3198,M,18,4,66044
3199,M,18,17,02140
3200,M,18,2,90069
3201,M,35,0,46229
3202,F,50,6,97005
3203,M,1,10,96782
3204,M,45,7,11576
3205,M,56,13,19119
3206,M,18,4,53211
3207,M,35,0,20755
3208,F,18,98,90024
3209,F,25,16,443
3210,M,18,4,48104
3211,M,35,6,62702
3212,F,45,1,32750
3213,F,35,1,46815
3214,M,56,0,06082
3215,M,35,7,94086
3216,F,25,2,10019
3217,M,25,7,53202
3218,M,18,12,53715
3219,F,25,12,60540
3220,F,25,14,34639
3221,F,25,3,74075
3222,M,56,19,91790-1161
3223,M,25,20,94546
3224,F,1,0,02138
3225,M,50,12,01960
3226,M,45,0,73702
3227,M,35,0,675
3228,M,1,0,94525
3229,M,25,11,19130
3230,F,56,11,54401
3231,F,18,4,60014
3232,M,56,14,91791
3233,M,56,15,94114
3234,M,45,3,55421
3235,M,18,4,22032
3236,F,45,2,94558
3237,M,35,11,10538
3238,M,18,14,01604
3239,M,50,17,94611
3240,F,35,1,97374
3241,M,25,2,60123
3242,F,50,9,91941
3243,M,35,17,55744
3244,M,25,7,29662
3245,F,25,4,50265
3246,M,18,0,60451
3247,M,25,16,59079
3248,F,18,4,48109
3249,M,45,0,06513
3250,F,25,6,48108
3251,M,45,5,60647
3252,M,18,4,55344
3253,M,35,12,95864
3254,M,25,17,28083
3255,M,18,0,677
3256,F,35,2,02879
3257,F,25,15,92507
3258,F,35,7,60201
3259,M,25,0,18615
3260,M,25,4,37130
3261,M,25,12,53154
3262,M,45,15,60035
3263,M,25,17,55112
3264,F,45,1,76006
3265,M,25,3,83687
3266,F,25,4,87110
3267,M,35,12,94025
3268,M,50,7,94709
3269,M,18,0,53051
3270,M,18,4,80521
3271,M,35,7,01720
3272,F,35,0,85024
3273,M,56,15,37830
3274,M,25,0,11201
3275,M,35,0,58503
3276,F,25,19,92867
3277,M,50,11,90041
3278,M,25,17,85710
3279,F,18,4,90024
3280,M,25,4,10549
3281,M,25,2,22903
3282,M,50,7,68046
3283,F,1,10,94086
3284,M,35,0,94108
3285,M,25,12,95030
3286,M,25,2,86701
3287,F,25,0,02138
3288,M,25,0,02151
3289,M,35,11,20879
3290,F,1,10,26505
3291,F,25,14,97367
3292,F,25,4,02141
3293,M,25,7,63105
3294,F,18,4,53706
3295,M,18,0,80526
3296,M,25,18,98115
3297,M,56,13,219
3298,M,25,11,06851
3299,M,18,20,02038
3300,M,35,14,484
3301,M,18,4,33143
3302,M,35,6,55126
3303,M,18,17,63544
3304,M,25,20,23225
3305,M,35,7,44306
3306,M,35,7,22039
3307,M,25,0,28270
3308,M,56,14,18954
3309,M,18,4,43201
3310,M,25,4,94110
3311,M,25,20,664
3312,M,25,12,769
3313,F,35,17,98201
3314,M,25,14,94306
3315,M,25,20,19134
3316,F,50,0,33149
3317,M,35,0,95409
3318,M,35,7,02127
3319,M,25,15,55902
3320,M,45,15,64081-8102
3321,M,1,10,92846
3322,M,1,10,94707
3323,M,25,16,13090
3324,M,25,0,539
3325,M,25,4,32608
3326,F,25,0,48067
3327,M,25,20,664
3328,M,18,4,55414
3329,M,35,2,20818
3330,M,25,0,02478
3331,M,18,4,457
3332,M,25,0,90046
3333,M,25,0,69301
3334,F,18,4,98125
3335,M,35,0,92683-1892
3336,M,25,7,91436
3337,M,35,17,80537
3338,M,35,0,460
3339,F,35,1,92103
3340,F,35,0,55116
3341,M,18,4,23186
3342,M,25,20,22032
3343,F,25,4,92648
3344,M,25,12,55405
3345,M,25,0,37212
3346,M,25,15,28226
3347,M,25,12,90034
3348,F,50,3,10128
3349,F,35,98,55014
3350,M,25,12,11413
3351,M,25,0,02143
3352,F,25,20,60612
3353,M,35,0,10025
3354,M,25,12,769
3355,M,25,15,93107
3356,M,35,0,19004
3357,F,35,0,56007
3358,M,25,17,438
3359,M,25,0,97212
3360,M,45,0,30189
3361,M,1,0,645
3362,F,45,6,84318
3363,M,35,7,48104
3364,M,25,7,11793
3365,M,35,0,01060
3366,F,18,4,44509
3367,F,18,4,43235
3368,M,25,4,00961
3369,M,25,17,933
3370,M,25,19,750
3371,F,25,7,497
3372,M,18,4,26241
3373,M,35,7,10040
3374,F,25,14,90046
3375,M,18,3,64043
3376,M,25,12,53707
3377,M,35,16,44691
3378,M,35,17,94022
3379,M,18,4,75287
3380,M,18,4,92153
3381,F,25,9,92064
3382,M,35,0,55105
3383,M,50,7,19380
3384,F,25,14,48067
3385,M,25,0,63146
3386,F,18,14,10033
3387,F,18,4,06268
3388,M,35,12,07470
3389,F,25,0,85013
3390,F,45,9,13203
3391,F,35,6,37919
3392,M,25,11,11217
3393,M,35,7,38018
3394,F,25,1,06043
3395,F,25,9,07307
3396,M,35,2,759
3397,F,18,1,94706
3398,M,50,20,94117
3399,M,25,7,10025
3400,M,45,0,44129
3401,M,25,11,13031
3402,M,56,16,48009
3403,M,35,12,92009
3404,M,18,0,60618
3405,M,35,3,13088
3406,F,45,0,10036
3407,M,50,2,94122
3408,F,45,5,60050
3409,F,45,1,360
3410,M,18,0,677
3411,M,18,0,21015
3412,M,35,16,54729
3413,F,25,12,77098
3414,M,50,7,92116
3415,M,18,10,79605
3416,F,25,1,55410
3417,M,18,4,76401
3418,F,18,4,55449
3419,M,25,20,90802
3420,M,18,4,22807
3421,M,45,7,33135
3422,M,1,4,63376
3423,M,25,4,55417
3424,M,25,6,53217
3425,M,18,17,57106
3426,M,25,2,94114
3427,M,25,20,55105
3428,M,50,7,10003
3429,M,25,0,94014
3430,F,45,0,08081
3431,M,25,12,98027
3432,F,25,3,28001
3433,M,56,13,54720
3434,M,18,18,98118
3435,M,25,6,06511
3436,M,1,10,55317
3437,F,35,11,05602
3438,M,35,20,10038
3439,M,25,12,94118
3440,M,25,20,98119
3441,M,35,15,63117
3442,M,18,0,92037
3443,M,25,0,75230
3444,F,25,3,55408
3445,M,35,14,66013
3446,F,50,0,33313
3447,M,25,17,438
3448,M,50,1,72118
3449,M,25,17,78749
3450,M,25,0,85712
3451,M,35,7,77079
3452,M,45,0,92805
3453,M,25,5,60074
3454,M,25,0,62025-8000
3455,F,35,17,78681
3456,F,25,0,53713
3457,F,25,0,90027
3458,M,35,7,77565-2332
3459,M,50,1,535
3460,F,1,0,64093
3461,M,25,0,92121
3462,M,50,0,44126
3463,F,18,0,60610
3464,M,50,7,94024
3465,M,35,98,92821
3466,M,18,4,60202
3467,M,25,3,19147
3468,F,25,1,23185
3469,M,25,2,98502
3470,F,35,7,10012
3471,M,50,11,44622
3472,M,25,17,438
3473,M,35,7,75013
3474,F,50,0,94521
3475,M,35,20,11215
3476,F,45,16,92106
3477,M,35,17,19104
3478,M,35,7,91001
3479,M,18,5,65211
3480,M,45,12,92104
3481,M,18,20,07087
3482,M,45,17,99005
3483,F,25,6,04240
3484,M,35,7,20716
3485,F,50,13,640
3486,M,25,12,10549
3487,M,35,0,44256
3488,M,25,12,98100
3489,M,25,12,77042
3490,M,50,13,94706
3491,F,45,5,92649
3492,M,56,11,476
3493,M,18,17,76116
3494,F,25,1,444
3495,M,25,0,85283
3496,F,18,4,91405
3497,M,35,0,09142
3498,M,18,4,48105
3499,F,25,5,34610
3500,F,18,0,65203
3501,M,18,4,95616
3502,F,18,0,437
3503,F,56,13,37774
3504,F,50,0,02139
3505,M,35,18,10463
3506,F,45,3,48130
3507,M,50,13,62002
3508,M,1,1,48304
3509,F,18,4,48104
3510,F,45,2,43229
3511,M,18,0,19030
3512,M,25,12,27410
3513,M,56,7,93924
3514,M,18,3,85226
3515,F,18,4,68516
3516,F,35,7,04015
3517,M,25,7,49321
3518,M,25,1,53711
3519,M,35,98,22181
3520,F,56,9,38558
3521,F,35,0,48219
3522,M,35,16,12866
3523,M,35,7,10583
3524,F,25,0,94117
3525,F,35,9,33445
3526,M,25,17,94133
3527,M,25,2,46142
3528,M,25,12,37013
3529,M,25,17,94901
3530,M,35,1,90731
3531,F,25,1,55455
3532,M,56,13,45322-3132
3533,M,25,20,64114
3534,M,25,6,719
3535,M,25,7,60657
3536,M,35,16,66502
3537,M,35,0,30501
3538,M,50,13,588
3539,F,35,0,37043
3540,F,18,9,99703
3541,F,18,0,45212
3542,M,25,12,10011
3543,M,35,0,460
3544,M,35,17,30024
3545,M,25,2,55405
3546,F,25,0,76021
3547,F,35,17,45014
3548,M,25,14,08742
3549,M,35,14,68108
3550,M,25,20,29205
3551,M,35,15,92627
3552,F,35,9,07728
3553,M,18,4,53213
3554,M,18,2,10012
3555,M,25,6,70508
3556,M,25,4,86314
3557,M,45,16,97068
3558,M,25,0,48083
3559,M,25,0,98052
3560,F,18,20,94025
3561,M,56,13,13123
3562,F,25,17,75006
3563,M,50,0,200
3564,F,18,4,94116
3565,F,1,10,02879
3566,M,25,4,92107
3567,F,25,7,85214
3568,M,18,14,10017
3569,M,45,7,60139
3570,M,45,20,10019
3571,M,35,17,55113
3572,M,50,1,91030
3573,M,35,1,60640
3574,F,25,12,80126
3575,M,25,98,94122
3576,M,25,7,33309
3577,M,25,18,97034
3578,M,50,13,48108
3579,M,56,13,03440
3580,M,50,2,32117
3581,M,35,12,97006
3582,F,35,1,540
3583,M,56,2,08825
3584,M,25,7,24210
3585,F,35,0,75240
3586,M,35,1,54481
3587,F,25,7,94107
